word,activation,imagery,pleasantness
ritual,2.125,2.0,2.0
rival,1.7143,2.4,1.1429
rivals,2.2,2.4,1.3
river,1.6667,2.8,2.1667
rivers,1.8889,2.6,2.3333
riverside,1.8571,2.8,2.1429
road,1.5556,2.8,2.0
roads,1.4286,2.8,1.8571
roamed,2.1429,2.4,2.4286
roar,2.5385,2.8,1.6154
roared,2.3636,2.0,1.9091
roast,2.0,2.6,2.375
rob,1.6667,2.8,1.6667
robbed,2.0,2.4,1.5
robbery,2.4545,2.8,1.3636
rock,1.5,2.6,1.8333
rockets,2.125,3.0,1.875
rocking,2.0,2.2,2.0
rocks,1.8571,2.6,1.4286
rocky,2.0,3.0,1.6667
rod,1.6667,2.4,1.8889
rode,2.0,2.6,2.1111
role,2.2222,2.0,1.6667
roles,1.7143,2.0,1.7143
roll,1.8889,2.2,1.7778
rolled,2.2,1.8,2.1
rolling,2.6667,2.6,2.0
rolls,1.625,2.2,2.0
roman,1.7143,2.4,2.1429
romance,2.4444,2.4,2.5556
romancing,2.3333,1.8,2.6667
romans,1.5556,2.2,1.8889
romantic,1.7143,2.2,2.4286
roof,1.7,2.4,2.1
rooftops,1.5714,3.0,2.0
rooks,1.7143,1.2,1.7143
room,1.6667,2.8,1.6667
roommate,1.6667,2.4,2.0
rooms,1.6667,2.8,1.9167
root,1.625,2.6,1.625
roots,1.6667,2.8,1.8889
rope,2.0,2.6,2.1111
rose,2.1111,3.0,2.2222
rosily,1.4444,1.6,2.5556
rotary,1.8,2.0,1.8
rotating,1.75,2.2,2.0
rotation,1.5,1.8,1.8333
rough,2.0,2.2,1.625
rough-hewn,1.7143,1.2,1.7143
roughly,1.5714,1.6,1.7143
round,1.5455,2.2,2.0
rounded,1.5556,1.8,1.5556
rounds,1.5714,1.2,1.7143
route,1.8889,1.8,2.1111
routine,1.8,2.0,1.8
row,1.2,2.4,2.2
rows,1.0,2.4,2.0
royal,1.6667,2.4,2.3333
rubbed,1.75,2.2,1.875
rubber,1.5,2.8,2.25
rubbing,2.1111,2.8,2.3333
rubble,1.5,2.8,1.625
rudderless,1.7143,1.6,2.0
ruffle,2.1818,2.2,1.9091
rug,1.1111,2.8,2.1111
rugged,1.7143,2.0,2.2857
ruin,2.0,1.8,1.4545
ruined,1.6667,2.0,1.4286
ruining,2.0,1.8,1.4286
rule,2.125,1.8,1.4444
ruled,2.1818,1.4,1.9167
rules,1.8889,1.8,1.6
ruling,1.875,2.2,1.7778
rumbles,2.125,2.4,1.6667
ruminate,1.75,1.2,1.8889
rumoured,1.8889,1.4,1.5
rumours,2.0,2.0,1.4286
rumpus,1.8571,1.4,2.125
run,2.75,2.6,2.2222
runner,2.2,2.8,1.8333
running,3.0,2.8,1.6667
runs,2.8,2.0,2.0909
rural,1.4286,2.0,2.25
rush,2.3333,2.0,1.4286
rushed,2.5714,1.6,1.625
rushing,2.8333,2.6,1.2857
russian,1.7778,2.6,1.6
rust,1.25,3.0,1.4
rustling,2.1667,1.8,2.1429
sacred,1.5,2.0,2.4545
sacrifice,2.0,2.2,1.875
sad,1.4286,2.8,1.375
saddened,1.5,2.4,1.4286
saddle,1.7,2.6,2.0909
sadly,1.4286,1.4,1.25
safe,1.2857,2.2,2.625
safely,1.4444,1.8,2.6
safes,1.5,2.0,2.1111
safety,1.4444,1.6,2.7
said,1.7143,1.2,2.0
sail,2.2857,2.8,2.0
sailboat,1.3333,3.0,2.5714
sailed,2.0,1.8,2.7
sailing,2.4,3.0,2.3333
saint,1.375,2.0,2.2222
sake,1.3333,1.2,1.7143
salary,1.5,2.0,2.6667
sale,1.3333,2.0,2.5714
sales,1.3333,1.2,2.4286
salesman,1.9167,3.0,1.3846
salesmen,1.8,3.0,1.6364
saline,1.5714,2.2,2.0
salon,1.4,2.6,2.1667
saloon,1.5714,2.8,1.875
salt,1.7,2.8,1.6364
saluting,1.6,2.8,2.0
same,1.2857,1.2,1.875
sample,1.1667,1.8,2.1429
samples,1.1429,1.8,1.875
sampling,2.125,1.6,2.2222
sanction,1.75,2.0,1.7778
sand,1.5,2.8,2.3333
sands,1.125,2.2,2.5556
sandwich,1.5,3.0,2.0
sang,2.25,1.4,2.6667
sanitation,1.6667,1.4,2.3
sank,1.75,2.2,1.3333
sapient,1.4286,1.2,2.0
sappy,1.3333,1.6,2.0
sarcastic,2.125,1.8,1.2222
sat,1.375,2.4,2.2222
satisfaction,1.25,2.0,2.5556
satisfactorily,1.1667,1.4,2.5714
satisfactory,1.6667,1.2,2.5
satisfied,1.6667,2.2,2.7143
satisfy,1.8333,2.6,2.7143
satisfying,1.8,2.4,2.6667
saturday,1.6,1.8,2.5
sauce,1.6364,2.8,2.1667
saucer,1.4286,2.8,2.0
saunter,1.875,2.0,2.0
savage,2.25,2.6,1.6667
save,1.5,1.6,2.6667
saved,2.375,1.2,2.6667
saving,1.7778,1.8,2.7
savings,1.4286,1.6,2.875
savour,1.6,1.8,2.8333
saw,2.125,2.2,1.7778
say,2.0,1.8,1.7143
saying,1.8333,1.6,2.0
sayings,2.0,1.6,2.1818
says,2.125,1.2,1.6667
scale,1.2857,2.6,1.875
scamper,2.375,1.6,1.6667
scandalous,1.5,1.8,2.2
scanned,1.0,1.8,2.0
scar,1.0,3.0,1.2
scarcely,1.3636,1.6,1.3333
scared,1.5714,2.6,1.375
scares,2.4286,1.8,1.25
scaring,2.0,2.4,1.4444
scars,1.5714,3.0,1.625
scattered,2.0,2.2,1.4286
scene,1.6,2.0,2.2727
scenery,1.2222,3.0,2.6
scenes,1.3333,2.0,2.0
sceptical,1.5556,1.6,1.3
schedule,1.1667,2.2,1.8571
scheduled,1.6667,1.6,1.7143
schedules,1.625,2.0,1.8889
scheme,2.0,1.8,1.5833
scholar,1.6667,2.2,2.5
scholars,1.625,1.4,2.5556
scholarship,1.5,2.0,3.0
school,1.75,2.6,1.7778
schoolhouse,1.5556,2.6,1.9
schools,1.5,2.6,1.8571
science,2.0,2.2,1.625
sciences,2.0,1.8,2.0
scientific,1.8,1.6,1.8333
scientist,1.8,2.8,1.5
scientists,1.9,2.8,1.8182
scope,1.5714,2.0,1.75
score,1.3333,2.0,2.0
scored,2.0,2.0,2.375
scores,1.8333,1.6,2.1429
scottish,1.6667,2.6,2.0
scowl,1.75,2.0,2.0
scrambling,2.6667,1.8,1.5714
scrapper,2.1,1.8,1.6364
scratching,2.4286,2.8,1.75
scratchy,1.8571,2.4,1.375
scream,2.5714,3.0,1.75
screamed,2.6,2.0,1.2727
screaming,2.8571,2.8,1.625
screech,2.3333,3.0,1.4286
screen,1.5556,2.4,1.8
screens,1.625,2.0,1.8889
screw,2.0,2.8,1.6
screwed,2.4286,1.8,2.0
script,1.5714,2.2,2.125
scripts,1.5,1.8,2.0
scriptures,1.3333,2.0,2.0
scrubbed,1.4,2.4,1.6667
scrutiny,1.75,1.4,1.4444
scull,1.1667,2.8,1.5714
sculpture,1.75,3.0,2.2222
scurry,2.1667,1.8,1.5714
scuttling,2.1667,1.6,1.5714
sea,1.75,3.0,2.4615
seagull,1.5,3.0,1.4545
seal,1.5714,2.8,2.375
sealed,1.2,2.2,1.8333
search,2.1429,2.0,1.625
searching,2.2,2.4,1.9091
seas,1.0,2.8,2.1667
season,1.7143,2.2,2.375
seasons,1.1667,2.2,2.7143
seat,1.1429,2.6,2.125
seated,1.125,2.6,1.7778
seats,1.5,2.8,1.8889
sec,1.5,1.0,1.7778
secede,1.625,1.4,1.6667
second,1.3333,1.6,1.4286
secondary,1.375,1.4,1.7778
seconds,1.5556,2.0,1.9
secret,1.5,1.8,2.0
secret*,1.2857,1.8,2.125
secretary,1.8333,2.8,2.0
secrets,1.125,2.0,1.7778
section,1.375,1.4,1.6667
sections,1.5,1.4,2.0
sector,1.3333,1.6,1.7143
sectors,1.5,1.4,1.8889
secular,1.5,1.8,2.0
secure,1.5,2.0,2.4286
secured,1.6,1.6,2.3333
security,1.6,2.8,2.8333
see,2.0,1.8,2.3333
seed,1.2857,3.0,1.875
seeds,1.5,3.0,2.0
seeing,1.875,1.8,2.5556
seek,2.125,2.2,2.3333
seeking,2.0,2.2,2.4444
seeks,2.0,1.8,2.3
seem,1.1429,1.0,1.625
seemed,1.2,1.0,1.6667
seeming,1.625,1.0,1.8889
seemingly,1.1667,1.0,2.0
seems,1.5,1.0,1.7143
seen,1.9,1.0,1.9091
sees,1.75,1.4,2.1111
seethe,1.7143,1.4,1.625
segment,1.375,1.8,2.0
segments,1.0,1.8,1.6
segregated,1.25,2.0,1.4
segregation,1.4,2.0,1.5
seized,2.0,2.0,1.3333
seizures,1.8571,2.8,1.625
seldom,1.0,1.4,1.625
select,2.0,1.8,1.7778
selected,1.5714,1.2,2.0
selecting,1.8333,1.8,2.1429
selection,1.6667,1.6,1.8
selections,1.4444,1.6,2.1
selective,1.6667,2.0,2.2857
self,1.6667,2.6,2.7
self-help,1.5,2.2,2.2857
sell,1.8333,2.0,2.0
selling,2.0,2.2,2.1111
sells,2.0909,1.8,2.0833
semester,1.5556,1.8,1.7
seminary,1.25,1.8,1.5556
senate,1.25,2.8,1.7778
senator,1.25,2.8,1.3333
senators,1.4444,2.6,1.7
send,1.8333,2.0,2.4286
sending,2.0,2.0,2.375
senior,1.0,2.8,1.75
sensation,1.2,2.4,2.5
sensations,1.6,2.4,2.3333
sense,1.6,1.6,2.6364
sensed,1.5714,1.6,2.375
senses,2.0,2.0,2.2857
sensible,1.2857,1.8,2.75
sensitive,1.3333,2.4,2.7143
sensitivity,1.3333,2.0,2.8
sent,1.0,1.8,2.2
sentence,1.3333,2.0,1.7143
sentences,1.5,2.0,1.7273
sentiment,1.1429,1.8,2.625
sentimental,1.2857,2.2,2.5
separate,1.7143,2.6,1.375
separated,1.6,2.8,1.1818
separately,1.4286,1.8,1.625
separation,1.5,2.4,1.4286
september,2.0,2.0,2.0
sequence,1.625,1.8,2.1111
serene,1.2222,2.2,2.6
sergeant,1.4286,3.0,1.75
series,1.7143,2.2,2.125
serious,1.6667,2.0,2.1429
seriously,1.5556,1.6,1.8
sermon,1.0,2.2,1.1667
servant,1.625,2.8,1.7778
servants,1.5,2.8,1.8571
serve,2.0,2.0,1.7778
served,1.8333,1.4,1.5714
serves,1.8333,1.6,1.7143
service,1.8333,1.6,2.0
services,2.0,1.8,2.0909
serving,2.1429,2.2,1.875
session,1.2,2.0,2.0
sessions,1.4286,2.0,2.0
set,1.4,1.6,2.0
sets,1.2,1.8,1.8333
setting,1.5714,2.0,1.875
settle,1.3333,1.8,2.0
settled,1.1429,1.6,2.125
settlement,1.125,2.4,2.4444
settlers,1.625,2.6,2.2222
settling,1.125,1.6,2.2222
seven,1.1429,2.0,1.875
seventeen,1.3333,2.2,2.1429
seventh,1.5,1.8,2.0
several,1.5556,2.0,2.0
severe,1.875,2.0,1.2222
severely,2.0,1.8,1.25
sewage,1.5,3.0,1.2857
sewer,1.5,3.0,1.1111
sewing,1.625,2.8,1.8889
sex,2.625,3.0,2.7778
sexes,1.8333,2.6,2.4286
sexual,2.375,2.4,2.6667
shade,1.0,2.4,2.1429
shades,1.0,2.4,2.1667
shadow,1.2,3.0,2.3333
shadows,1.0,3.0,2.0
shaft,1.7273,2.2,1.5833
shake,2.0,3.0,1.75
shaken,1.875,2.0,1.4444
shaking,2.7778,2.8,1.375
shall,1.5556,1.0,1.875
shallow,1.25,2.0,1.2857
sham,1.8,1.4,1.3333
shame,1.75,1.4,1.0
shamed,2.0,1.2,1.0
shan*t,1.5556,1.2,1.5
shape,1.4286,2.6,1.8333
shaped,1.8571,2.0,2.0
shapes,1.6364,2.6,2.1
share,2.2222,2.0,2.75
shared,2.5556,1.8,2.875
shares,1.8889,1.6,2.75
sharing,2.4,2.6,2.75
sharp,2.2,2.8,1.75
sharply,2.0,1.4,1.2
shattered,2.0833,2.6,1.0
she,1.875,2.6,1.7143
she*d,1.625,1.2,1.5714
she*s,1.6667,1.4,1.875
shear,1.7143,2.4,1.5
shears,1.8571,2.8,1.5
shed,2.0,3.0,1.5556
sheep,1.6,3.0,2.4444
sheer,1.2857,1.8,1.8333
sheet,1.6,3.0,1.5556
sheets,1.7143,3.0,1.6667
sheik,2.0,1.8,1.8333
shelf,1.7778,3.0,1.5
shell,1.6667,3.0,2.0909
shelley,1.6,2.4,1.4444
shells,1.3333,2.6,2.375
shelter,1.7778,2.8,2.625
shelters,1.8889,2.6,2.125
sheriff,2.2,3.0,1.6667
shift,2.0,2.0,1.1667
shifted,2.25,1.4,1.2857
shifting,2.0,2.0,1.2857
shifts,2.0,1.6,1.2
shining,2.1667,2.4,2.6
ship,1.7273,3.0,2.0
shipments,2.0,2.2,1.7143
shipping,2.0,1.6,1.5
ships,1.875,3.0,1.8571
shipwreck,2.2857,3.0,1.3333
shirked,1.9,1.2,1.0
shirt,1.4,3.0,1.25
shirttail,1.4286,2.2,1.3333
shit,2.1818,3.0,1.2
shits,2.0,2.6,1.0
shitty,2.375,1.4,1.0
shivering,2.625,2.8,1.0
shock,2.5455,2.0,1.1
shocked,2.625,1.8,1.1429
shoe,1.5714,3.0,1.6667
shoes,1.7,2.8,1.7778
shooed,2.1111,1.8,1.0
shook,2.4,2.2,1.2222
shoot,2.625,2.6,1.1429
shooting,2.75,3.0,1.0
shop,2.4286,2.6,2.1667
shopping,2.5,2.6,2.7778
shops,2.0,2.4,2.4
shore,2.0,2.6,2.5
shorn,1.4286,1.0,1.6667
short,1.5556,2.8,1.125
short-term,1.4286,1.2,1.1667
shortage,1.4286,1.4,1.1667
shorter,1.3846,1.8,1.3333
shortly,1.4545,1.2,1.7
shorts,1.75,3.0,1.8571
shot,1.8333,2.4,1.0
shots,2.5,2.2,1.0
should,1.6,1.0,1.5556
shoulder,1.5,2.8,1.4
shoulders,1.75,3.0,1.4286
shouldn*t,1.5714,1.0,1.1667
shouted,2.75,2.2,1.0
shouting,2.8889,2.2,1.0
show,1.6667,2.2,2.25
showed,1.75,1.6,1.5714
shower,2.25,2.8,2.0
showing,2.2857,1.4,1.1667
showmanship,2.1111,1.4,1.75
shown,1.7,1.4,1.6667
shows,1.7778,1.8,2.0
shrank,1.25,2.4,1.1429
shrieking,2.4286,2.6,1.0
shrivelled,2.0,2.4,1.0
shrugged,1.8889,2.6,1.375
shrunken,2.1111,1.8,1.25
shut,1.1429,2.6,1.0
shuts,1.4444,2.6,1.5
shy,1.4286,2.0,1.5
shyness,1.5,1.4,1.2
siblings,2.1667,2.6,1.6
sick,1.6667,2.6,1.0
side,1.5,2.4,1.6364
sides,1.625,1.6,1.2857
sidewalk,1.5556,3.0,1.5
sieves,1.6667,2.2,1.375
sigh,1.8889,1.6,1.625
sighed,1.25,1.4,2.0
sighs,1.4,1.8,1.6667
sight,1.75,1.8,2.2857
sights,1.5,1.8,2.0
sightseer,1.7778,1.6,2.25
sign,1.5714,2.8,1.5
signal,1.8571,2.6,1.6667
signals,2.1818,2.8,1.9
signed,1.6667,2.2,1.625
significance,1.8889,1.0,2.125
significant,2.0,1.0,1.875
significantly,2.2,1.0,1.5
signs,1.8,2.8,1.0
silence,1.8333,1.4,1.8
silent,1.3333,1.6,1.3636
silently,1.375,1.2,1.8571
silk,1.875,2.8,3.0
silken,1.7778,1.4,2.75
silly,1.7143,1.6,2.5
silver,1.7143,3.0,2.6667
similar,1.7,1.4,2.1111
similarly,1.5455,1.4,2.2
simple,1.5714,1.2,1.8333
simpler,1.7,1.4,1.6667
simplest,1.4286,1.4,1.8333
simplicity,1.5714,1.0,2.0
simply,1.5556,1.0,1.875
simultaneously,2.0833,2.0,2.1818
sin,2.4,1.8,1.0
since,1.4,1.0,1.7778
sincere,1.5556,1.2,2.5
sincerity,1.5556,1.2,2.5
sinew,1.6364,1.8,1.3
sing,2.5714,2.6,2.8333
singer,2.375,3.0,2.5714
singers,2.25,3.0,2.5714
singing,2.3333,2.2,2.4
single,2.1667,2.0,1.8
singled,1.6,1.2,1.5556
sings,2.2857,2.0,2.3333
singular,1.5714,1.0,1.1667
sinister,1.7778,2.0,1.25
sink,1.8571,2.6,1.0
sins,2.1,1.4,1.1111
sir,1.6,2.2,1.25
sire,1.7143,2.6,1.3333
sister,1.8182,2.6,2.5
sisters,1.8571,2.6,2.3333
sit,1.5,3.0,1.5714
site,1.375,2.0,2.0
sites,1.3636,1.6,2.0
sitter,1.2857,2.8,1.5
sitting,1.125,2.6,1.5
situated,1.5455,1.2,1.6667
situation,1.6667,1.0,1.5
situations,1.7,1.0,1.5556
six,1.5,3.0,1.5714
sixpence,1.5,1.6,1.5714
sixteen,1.4286,2.6,1.6667
sixteenth,1.9,2.6,1.6667
sixth,1.3333,2.2,1.2
sixties,1.5556,2.0,1.625
sixty,1.4286,2.4,1.5
sizable,1.4444,1.0,1.5
size,1.4286,1.4,1.3333
sizes,1.4286,1.2,1.3333
skate,2.3846,3.0,2.25
skateboard,1.8182,3.0,1.5
skated,2.375,2.2,2.2857
skaters,2.0,2.8,2.2
skates,2.0,2.6,2.4286
sketch,1.7,2.6,2.0
sketches,1.3333,2.4,2.0
sketchy,1.5,1.2,1.7143
skidoos,2.5714,3.0,1.3333
skied,2.625,2.4,1.7143
skies,2.25,3.0,2.4286
skill,2.1111,1.2,2.625
skilled,2.4286,1.0,2.3333
skills,2.0,1.0,2.5714
skin,2.0,3.0,2.0
skirt,1.6667,3.0,2.125
sky,1.6,3.0,3.0
skydiving,2.8889,3.0,2.25
slammed,2.1429,2.0,1.1667
slammer,2.1429,2.8,1.1667
slaps,2.6667,2.6,1.0
slashed,2.6667,2.8,1.0
slate,1.6667,2.0,1.5
slaughter,2.375,2.6,1.0
slave,1.7778,3.0,1.0
slave*s,1.8571,2.2,1.0
slavery,2.0,2.2,1.0
slaves,2.0,3.0,1.2
sledge,1.3333,2.0,1.2
sledgehammer,2.3333,3.0,1.1818
sleep,1.375,2.4,2.7143
sleepers,1.3333,2.6,1.625
sleepier,1.3333,1.4,2.0
sleeping,1.4444,3.0,2.5
sleepless,1.625,1.2,1.0
sleeps,1.1,2.4,2.5556
sleeve,1.5,2.8,1.4286
sleigh,1.8333,2.8,2.0
sleighing,2.3333,2.4,2.25
slender,1.7143,2.4,2.3333
slept,1.7143,2.0,2.6667
slice,1.8333,2.4,1.4545
slid,2.2222,2.4,1.5
slide,2.4444,2.6,2.0
sliding,2.5556,2.6,2.125
slight,1.6,1.4,1.0
slightest,1.4,1.0,1.0
slightly,1.3333,1.2,1.2
slim,1.6667,2.6,2.2727
slimness,1.75,1.2,2.1429
slimy,1.75,2.4,1.4286
sling,1.7778,3.0,1.25
slinging,1.8571,1.4,1.3333
slip,1.7143,2.6,1.1667
slip-covers,1.7,2.8,1.6667
slipback,1.6364,1.4,1.3
slipped,1.7143,1.8,1.5
slithered,2.0,2.0,1.0
slob,1.1429,2.2,1.0
slobber,1.6667,2.8,1.0
slobbering,2.1111,2.6,1.0
slope,1.75,2.6,1.7273
slow,1.4,2.2,1.1111
slowed,1.1,1.2,1.2222
slowly,1.1111,1.4,1.375
slows,1.1111,1.2,1.5
slug,1.1818,2.4,1.0
smacking,2.1429,2.2,1.5
small,1.625,2.4,1.8571
smaller,1.25,1.8,1.2857
smallest,1.1667,1.4,1.6
smart,1.6667,1.2,2.8
smashed,2.8,2.6,1.0
smell,2.4286,1.6,2.0
smelled,2.5714,1.6,1.5
smile,2.1111,2.8,2.25
smiled,2.4286,2.4,2.8333
smiles,2.1,2.6,2.8889
smiley,1.8,2.2,2.75
smiling,1.8571,2.8,2.6667
smirked,1.8182,2.2,1.7
smoke,1.5714,3.0,1.0
smoker,1.75,3.0,1.1429
smokes,1.8571,2.6,1.3333
smooth,1.4545,2.0,2.7
smoothly,1.4286,1.4,2.5
smothering,1.8571,2.0,1.0
smudge,1.8,2.4,1.2222
smugly,1.7778,1.2,1.125
snail,1.3,2.8,1.4444
snails,1.375,3.0,1.4286
snake,2.125,3.0,1.4286
snakes,2.0,3.0,1.1667
snap,2.1,2.2,1.3333
snapped,1.8333,1.8,1.0
snapshot,2.0,2.4,2.125
snarl,2.1429,2.4,1.8333
snatched,2.1111,2.2,1.0
sneered,1.8571,2.4,1.0
sneering,1.8571,2.0,1.0
sniggering,1.9231,1.4,1.1667
snob,1.7273,1.8,1.2
snobby,2.0,1.6,1.1429
snore,2.0,2.4,1.2
snot,1.5714,2.8,1.0
snow,1.4,3.0,2.3333
snowbank,1.5,3.0,2.2
snowdrift,2.3333,3.0,1.7143
snowmobile,2.0,2.8,2.0
snuck,1.6667,1.8,1.4286
snuggle,2.3333,2.2,2.8571
so,1.5714,1.0,1.75
so-called,1.4,1.0,1.8333
soap,1.3333,3.0,2.4286
sober,1.6,1.6,2.6667
sociable,2.5714,1.4,3.0
social,2.375,1.2,2.6667
socialism,2.4286,1.0,2.25
socialist,2.0,1.0,2.0
socialize,2.8,2.4,3.0
socially,2.1429,1.0,2.375
societies,2.2857,1.6,2.125
society,2.2857,1.8,2.0
sociological,2.1667,1.0,1.7143
sociology,2.1429,1.0,2.0
sodium,2.0,2.0,1.8333
soft,1.75,2.4,3.0
softly,2.25,1.0,3.0
soil,1.75,3.0,1.8
soils,2.1,2.4,1.6364
solar,2.0,1.4,2.2857
sold,1.8571,1.4,2.125
soldier,2.2857,3.0,1.625
soldiers,2.2857,2.8,1.75
sole,1.8333,2.8,1.8571
solely,1.625,1.0,2.0
solemn,1.0,1.4,1.8571
solid,1.25,2.0,1.8
solidarity,1.7143,1.0,2.0
solidly,1.4,1.0,2.0
solitary,1.6,1.2,1.6667
solution,2.0,1.4,2.6
solutions,2.1429,1.4,2.875
solve,2.5714,1.2,2.75
solved,2.0,1.2,2.875
some,2.0,1.0,2.0
somebody,2.0,2.2,2.25
someday,2.25,1.0,2.2
somehow,1.9,1.0,2.0909
someone,2.1667,2.2,2.2857
something,1.8333,2.0,2.0
sometime,1.8571,1.2,2.125
sometimes,2.2,1.2,2.1667
somewhat,2.0,1.0,2.0
somewhere,2.0,1.4,2.1111
son,2.5556,2.6,2.8
song,3.0,2.2,2.8333
songs,2.5,2.2,2.7778
sons,2.6,2.6,2.5
soon,2.25,1.0,2.0
sooner,2.125,1.0,2.0
soot,1.2,2.8,1.6364
sop,2.0,1.2,1.3333
sophisticated,1.2222,1.4,2.4545
sorcerer,2.2857,2.6,1.625
sore,1.8571,1.8,1.5
sorrow*s,1.7778,1.2,1.2
sorrowful,2.0,1.0,1.1667
sorry,2.0,1.4,1.5714
sort,2.0,1.4,1.8571
sorts,1.75,1.2,1.8
sought,1.75,1.0,1.6
soul,1.5,2.0,2.7778
souls,2.1667,1.8,2.7143
sound,2.8,1.4,2.0
sounded,2.0,1.0,2.125
soundless,1.2,1.0,2.3333
sounds,2.125,1.0,2.3333
soup,2.0,2.6,2.75
source,1.2,1.2,1.8333
sources,1.7778,1.2,1.9
south,1.8,2.4,2.1667
southeast,1.8333,2.0,2.0
southern,2.0,2.2,2.1667
southerners,2.2,2.0,2.0909
southwest,2.0,2.0,2.0
sovereign,2.0,1.0,2.3333
sovereignty,2.375,1.0,2.1111
soviet,2.0,1.2,1.625
soviets,2.0,1.6,1.75
sowed,2.0,1.6,1.8571
space,2.1667,2.4,2.0
spaces,2.2,2.0,1.8333
spade,1.5556,3.0,1.7
span,1.5,1.2,1.8
spanish,1.7143,1.2,1.875
spare,2.0,1.2,2.3333
spark,2.7143,2.8,2.25
sparks,2.8,2.6,2.3333
spatial,1.8,1.2,1.8333
speak,2.6364,1.6,2.4167
speaker,2.6667,2.8,2.0
speakers,2.5,2.8,2.2857
speaking,2.75,1.8,2.4
speaks,2.4,1.6,2.1667
special,2.0,1.2,3.0
specialist,2.0,1.6,2.4
specialists,2.3333,1.6,2.2857
specialization,2.4,1.2,2.6667
specialized,2.3333,1.0,2.7143
species,2.0,1.6,2.2857
specific,1.8571,1.0,2.5
specifically,1.8,1.0,1.8333
specificity,1.6667,1.0,2.1429
specified,2.0,1.0,2.0
specify,1.8571,1.0,2.0
specimen,1.7143,2.4,1.875
specimens,1.5714,2.4,1.75
spectacle,2.0,1.8,1.6667
spectacular,2.8,1.0,2.8333
spectators,2.2857,3.0,1.875
spectra,1.8571,1.6,1.875
spectrum,2.0,2.0,2.0
speech,2.3333,1.4,2.0
speeches,2.4286,1.4,1.625
speed,3.0,1.6,1.8333
speeds,2.75,1.4,2.4
spell,1.75,1.0,2.0
spelt,1.5,1.2,1.8
spend,2.4,1.4,2.1818
spending,2.8333,1.8,2.1429
spent,2.1429,1.2,2.0
sphere,1.8571,2.4,2.125
spiders,2.3333,3.0,1.2857
spinning,2.5,2.2,1.8571
spirit,2.125,1.8,2.5556
spirits,2.3333,1.8,2.4286
spiritual,2.0,1.0,2.6
spit,2.4286,3.0,1.25
spite,2.6,1.2,1.1667
spiteful,2.4,1.2,1.1667
splendid,2.6667,1.0,2.9
splendour,2.1429,1.0,2.875
split,2.2857,2.2,1.625
spoiling,1.7143,1.6,1.625
spoilsport,1.6667,1.2,1.5
spoke,2.0,1.4,2.25
spoken,2.0,1.0,2.0
spokesman,2.2,2.0,1.8182
spokesmen,2.0,2.0,1.8571
sponsor,2.0,2.0,2.4286
sponsored,2.2857,1.2,2.375
sponsors,2.0,2.0,2.6667
spontaneous,3.0,1.0,2.8333
spoonful,2.0,2.8,2.0
sport,3.0,3.0,2.8
sports,2.8,2.8,2.6667
spot,1.75,3.0,2.0
spots,1.6,3.0,1.8333
spotted,1.75,2.4,1.8
sprang,2.5,2.0,2.2222
sprawled,2.1,2.4,1.6364
spray,2.5,2.8,1.7778
spread,2.0,2.2,2.1111
spreading,2.2857,1.8,2.0
spreads,2.2857,2.2,1.875
spring,2.7778,2.8,2.8
springs,2.6,2.2,2.3333
springy,2.8333,1.6,2.2857
sprinkle,2.3333,2.6,2.1429
sprites,2.0,1.4,2.2
spun,2.0,1.2,1.6
spur,2.0,1.8,1.3333
squad,2.1667,2.0,1.8571
square,1.2,3.0,1.8333
squarely,1.4286,1.2,1.875
squares,1.2,3.0,2.0
squashed,2.4286,1.8,1.125
squealing,2.6667,1.6,1.5
squeeze,2.8,2.2,1.6667
squeezed,2.2222,1.8,2.1
squirm,3.0,2.2,1.3333
squirrel,2.0,3.0,2.1429
st,1.4,1.2,1.8333
stability,1.3,1.4,2.6364
stable,1.4,2.8,2.6667
stadium,1.6,3.0,2.1667
staff,2.0,2.4,2.1111
stage,1.8571,3.0,2.25
staged,2.1429,1.4,1.75
stages,1.8333,2.6,2.0
staggered,2.1667,2.0,1.2857
stained,2.2,2.8,1.1667
stains,2.0,2.6,1.0
stairs,2.0,3.0,1.8
stake,1.8571,2.6,1.75
stalk,1.8,2.6,1.5
stall,1.4286,2.6,1.625
stampeding,2.4,1.8,1.3333
stand,2.0,2.8,1.8333
standard,1.9091,1.0,1.8333
standards,1.8889,1.0,2.0
standing,1.8333,2.8,1.8571
standpoint,2.5,1.4,1.8
stands,2.0,2.2,1.8333
star,2.375,3.0,2.8889
stare,1.75,2.4,1.4
stared,1.2,1.6,1.1667
staring,2.2,1.8,1.1667
stars,2.3333,3.0,2.5714
start,2.3333,2.0,2.2857
started,2.5714,1.4,2.25
starting,2.4,1.6,2.0
startled,2.6667,2.0,1.1429
startling,2.6,1.6,1.3333
starts,2.4286,1.4,2.0
starves,2.2857,1.2,1.0
state,2.0,1.6,1.875
state*s,2.0,1.2,1.8333
stated,2.0,1.0,2.0
statement,2.0,1.2,1.875
statements,1.8571,1.2,1.875
states,1.5714,1.4,1.875
statesman,2.0,1.6,2.0
static,1.7143,2.6,1.75
stating,2.0,1.0,1.8333
station,1.75,2.6,1.8
stations,1.75,2.6,1.8
statistical,1.75,1.2,1.8
statistics,2.0,2.0,1.9091
statue,1.6667,3.0,2.0
stature,1.7143,1.4,1.875
status,2.0,1.4,2.0
