word,activation,imagery,pleasantness
statute,1.6667,1.0,1.7143
statutory,1.6667,1.0,1.8571
stay,1.25,1.0,2.1111
stayed,1.8333,1.0,2.0
staying,1.5,1.0,2.0
steadily,1.7143,1.2,2.25
steady,1.8,1.4,2.3333
steak,2.0,3.0,2.1667
steals,2.625,1.8,1.0
steam,2.0,2.8,1.625
steamy,2.7143,2.4,2.75
steel,1.7143,2.6,1.75
steely,1.6667,1.2,1.5
steep,1.6667,2.4,2.5
stem,1.75,3.0,1.8
stems,1.9,2.4,2.0
step,2.1667,3.0,1.8571
stepdad,2.0,2.4,1.5714
stepped,2.2857,1.6,1.875
steps,2.4,2.2,1.5
stereo,2.2,3.0,2.3333
stereotype,2.25,1.4,1.1111
stern,1.5556,1.4,1.1
stick,1.8,3.0,1.8333
stick*s,2.125,1.8,1.6667
sticks,2.0,3.0,1.6667
stiff,1.5,2.6,1.4
still,1.375,2.2,2.0
stimulation,3.0,1.4,2.7273
stimulus,2.75,1.2,2.4444
stirred,2.625,2.2,2.0
stirring,2.8571,2.0,2.0
stock,1.7143,2.0,1.875
stockade,1.7778,1.0,1.7
stockholders,1.6,1.2,2.1667
stocks,1.6,1.6,2.0
stole,2.1667,1.6,1.0
stolen,2.0,1.4,1.0
stomach,1.75,3.0,1.6
stomp,2.625,2.6,1.3333
stomping,2.8333,2.0,1.2857
stone,1.4,3.0,1.8333
stones,1.2857,3.0,2.0
stoning,2.6,1.8,1.5
stood,1.4286,2.0,2.0
stop,1.6667,2.6,1.75
stopped,1.8,1.6,1.6667
stopping,2.1111,1.6,1.8
storage,1.4,2.4,1.8333
store,1.6667,2.6,1.875
stored,1.2,2.0,1.4286
stores,1.6,2.6,1.9167
stories,1.4,2.6,2.1429
storm,2.4,2.8,1.5714
story,1.75,2.8,2.4
stove,1.5714,2.6,1.8889
stow,2.0,1.2,1.4444
stowing,2.0,1.0,1.4286
straight,1.1667,2.0,2.0
straightened,1.6,1.6,1.5714
strain,2.5556,1.6,1.0
strained,2.5,1.6,1.0
strange,1.7143,1.6,1.1111
stranger,1.4,2.2,1.1429
strangle,2.875,2.6,1.2
strapless,1.4,2.8,2.0
strapped,1.4,2.2,1.7143
strategic,2.0,1.8,2.3846
strategy,1.75,1.8,2.0
straw,1.5,2.6,1.5
stray,1.75,1.4,1.0
streak,2.2,1.8,1.2857
streaking,2.625,2.2,1.3
stream,1.25,2.6,2.1667
streams,1.2,2.6,2.1429
street,1.2,2.6,2.0
streetcar,1.5,2.8,1.875
streets,1.6667,2.8,2.0
strength,2.5714,2.2,2.5556
strengthen,2.6,1.4,2.2857
strengthening,2.3333,1.2,2.375
strenuous,2.4,2.0,1.4286
stress,2.5714,2.0,1.2222
stressed,2.5714,2.0,1.1111
stresses,2.8571,1.4,1.2222
stressor,2.0,1.8,1.2857
stretch,2.4,2.2,1.8571
stretched,2.1429,1.6,1.5556
stretching,1.8571,2.4,1.7778
strict,1.7143,1.4,1.3333
strictly,1.5,1.0,1.25
stride,2.1429,1.4,2.1111
strike,2.4,2.4,1.5714
strikes,2.25,2.2,1.6667
striking,2.25,1.4,1.8333
string,1.0,2.4,1.3333
strings,1.8,2.4,1.6667
strip,2.0,2.6,2.0
stripped,2.1429,2.4,1.4444
strips,2.1429,2.4,1.6667
strode,2.0,1.0,1.875
stroke,2.1667,1.6,1.75
strokes,2.375,1.8,1.8
strong,2.1667,2.0,2.125
stronger,2.5,1.4,2.0
strongest,2.7143,1.4,2.4444
strongly,2.6,1.0,2.0
struck,2.2,2.0,1.2857
structural,1.625,1.0,1.6
structure,1.4286,1.6,1.7778
structured,1.4286,1.0,1.6667
structures,1.5714,1.4,1.7778
struggle,2.0,2.2,1.4
struggling,2.0,2.2,1.4
stubborn,1.75,1.6,1.5
stuck,2.0,2.0,1.3333
student,1.6667,2.6,2.25
students,1.6,2.4,2.4286
studied,1.8571,1.6,1.7778
studies,1.4,1.6,1.5714
studio,1.4,2.4,1.8571
study,1.875,2.6,2.1
studying,2.3333,2.2,1.9091
stuff,1.2,1.8,1.5714
stumble,2.5,2.4,1.2
stumbled,2.2,2.0,1.1429
stupefied,1.25,1.4,1.1667
stupid,1.5,1.2,1.0
sturdy,1.7,1.4,2.25
style,1.75,1.6,2.5
styles,1.625,1.4,2.5
subdivision,1.5714,2.0,1.7778
subject,1.4286,1.8,1.6667
subjected,2.0,1.0,1.5455
subjective,1.6,1.0,1.5714
subjects,1.4,1.6,1.7143
submarine,1.6667,2.8,1.5
submarines,1.5,2.8,1.6667
submit,1.25,2.0,1.3333
submitted,1.875,1.8,1.4
subsequent,1.8333,1.0,1.5
subsequently,1.4,1.0,1.5714
subsistence,1.2857,1.6,1.4444
substance,1.4,1.6,1.5714
substances,1.7143,1.6,1.7778
substantial,1.3333,1.0,1.4
substantially,1.6,1.0,1.5714
substitute,1.4444,1.6,1.6364
substituted,1.4,1.2,1.1429
subtle,1.1667,1.2,1.375
subtlety,1.2,1.0,1.5714
suburb,1.7,2.0,1.9167
suburban,1.4,1.4,1.7143
suburbs,1.4,1.8,1.5714
subways,2.125,2.8,1.6
succeed,2.0,1.2,2.75
succeeded,2.1429,1.4,2.7778
success,1.8,1.4,2.8571
successes,2.0,1.4,3.0
successful,2.2,2.2,2.8571
successfully,2.3333,1.4,2.8182
succession,1.25,1.0,2.3333
successive,1.7143,1.0,2.0
successor,1.4,1.0,2.4286
such,1.5,1.0,1.6
sucks,2.5,2.4,1.5
sudden,1.6,1.2,1.4286
suddenly,2.0909,1.4,1.6923
sue,2.125,2.0,1.4
suffer,1.8333,2.0,1.375
suffered,2.25,1.6,1.0
suffering,2.0,2.2,1.2857
sufficient,1.25,1.2,2.1
sufficiently,1.0,1.2,1.6667
suffocate,2.4,2.8,1.2857
sugar,1.6,2.8,2.4286
suggest,1.6667,1.2,1.75
suggested,1.8333,1.2,2.0
suggesting,1.8571,1.4,2.2222
suggestions,1.4,1.4,1.7143
suggests,1.3333,1.2,1.75
suicidal,2.0,2.6,1.5714
suicide,2.5714,2.2,1.2222
suit,1.4286,2.8,1.7778
suitable,1.2857,1.2,2.0
suitcase,1.25,2.6,1.6667
suite,1.0,2.2,2.1429
suited,1.625,1.0,1.8
suits,1.4286,2.4,1.6667
sulk,1.5714,2.6,1.1111
sum,1.3333,1.8,1.625
summaries,1.4286,1.8,1.6667
summary,1.2,2.0,1.5714
summer,1.6,2.0,3.0
summers,1.75,2.4,3.0
summit,1.2,1.0,1.5714
summoned,2.2,1.6,1.6667
summons,1.8333,1.6,1.5
sums,1.2857,1.4,1.5556
sun,1.7143,2.6,2.3333
sunday,1.3333,2.2,2.5
sung,2.0,1.2,2.125
sunglasses,1.375,2.8,2.4
sunlight,1.3333,2.6,2.5
sunny,1.75,2.6,2.6667
sunrise,2.0,2.6,2.8889
sunset,2.0,2.6,2.7143
superb,1.2,1.2,2.5714
superintendent,1.75,2.4,1.8
superior,1.8571,1.8,2.0
superiority,1.8571,1.4,1.7778
supernatural,2.125,2.8,2.3
supervision,1.0,1.8,1.4
supper,1.0,2.6,2.6
supplement,1.0,1.4,1.6667
supplied,2.0,1.6,2.1667
supplies,1.5,1.8,1.875
supply,1.2,1.8,1.8571
supplying,1.8571,1.4,2.0
support,1.6,2.0,2.5714
supported,1.6,1.4,2.5714
supporting,2.375,1.8,2.7
supports,2.0,1.2,2.5455
suppose,1.4,1.0,1.4286
supposed,1.75,1.0,1.5
supposedly,1.2,1.0,1.2857
supreme,2.0,2.0,2.3333
sure,1.75,1.2,2.1
surely,1.7,1.0,2.3333
surer,1.5714,1.0,1.8889
surface,1.5714,1.8,1.5556
surfaces,1.4286,1.6,1.6667
surgeon,1.3333,2.4,1.875
surplus,1.7778,1.4,2.3636
surprise,2.6,1.8,2.8571
surprised,2.8,1.4,2.8571
surprising,2.6667,1.4,2.75
surprisingly,2.5,1.2,2.3333
surrender,1.5,2.0,1.3333
surrounded,1.625,2.2,1.4
surrounding,1.5,1.6,1.875
survey,1.6,2.2,1.2857
surveys,1.5714,2.2,1.4444
survival,1.8,2.0,2.7143
survive,2.0,1.6,2.6667
survived,1.6667,1.4,2.4
surviving,2.2,1.2,2.7143
survivor,2.1111,1.8,2.4545
survivors,2.2,1.6,2.4286
suspect,1.8333,2.4,1.125
suspected,1.6,1.6,1.2857
suspended,2.0,1.4,1.0833
suspension,2.0,1.6,1.1429
suspicion,1.6,1.6,1.1429
suspicious,2.1429,1.8,1.2222
sustain,1.6,1.0,1.7143
sustained,1.4286,1.4,1.7778
swallow,1.8,2.2,1.8571
swallowed,1.5714,2.2,1.5556
swear,2.6,2.0,1.5714
sweat,2.3333,2.6,1.6364
sweep,1.75,2.6,1.1667
sweeping,2.1429,2.6,1.7778
sweet,1.4,2.4,2.7143
swelling,2.375,2.8,1.4
swept,1.6667,2.6,1.625
swift,2.2,1.2,1.7143
swiftly,2.6364,1.2,2.3077
swim,2.25,2.6,2.6
swimmer,2.0,2.8,2.25
swimming,2.0,2.8,2.3333
swing,2.2,2.6,2.2857
swinging,2.625,2.6,2.4
swishing,1.75,1.2,1.3333
swiss,1.4,1.2,1.5714
switch,1.6,1.6,1.5714
switched,1.6667,1.4,1.625
switches,2.0,1.2,1.75
switzerland,1.8571,2.2,2.3333
swollen,1.6,2.6,1.1429
swore,2.5,1.8,1.125
swung,1.8,1.0,1.5714
symbol,1.1429,2.0,1.7778
symbolic,1.2857,1.8,1.8889
symbolized,1.7143,1.2,1.8889
symbols,1.2,2.2,1.5714
sympathetic,1.4,1.4,2.1429
sympathy,1.5,1.4,2.3
symphony,1.8571,1.8,2.3333
symptoms,1.7143,1.6,1.2222
synthesis,2.0,1.0,1.75
synthetic,1.5714,1.0,1.3333
system,1.4,1.4,1.5714
systematic,1.4,1.0,1.4286
systematically,1.5,1.0,1.3333
systems,1.8333,1.4,1.25
tab,1.5,2.0,1.6667
table,1.3333,2.6,2.0
tables,1.4286,2.6,1.7778
tackle,2.0,2.4,1.5556
tacky,1.6667,1.6,1.125
tactics,1.8333,1.2,1.75
tactless,1.5,1.2,1.2
tail,1.7143,2.6,1.7778
take,1.3333,1.8,1.6
taken,1.8571,1.8,1.5556
takes,1.8,1.8,1.5714
taking,1.6,1.8,1.7143
tale,2.0,2.2,2.3
talent,1.5714,1.8,2.6667
talents,2.0,1.8,2.6667
tales,1.625,1.6,2.2
talk,2.0,2.2,2.4
talked,1.3333,2.0,2.4
talking,1.75,2.4,2.5
talks,2.5,1.8,2.5
tall,1.5,2.8,2.375
tangible,1.8,1.4,1.5714
tank,1.4286,2.6,1.3333
tanks,1.5,2.6,1.375
tantalizing,2.0,1.0,2.0
tap,1.625,2.2,1.6
tape,1.6667,2.6,1.9091
tar,1.4,2.6,1.5714
target,2.1111,3.0,1.6364
targeted,2.1667,1.8,1.75
targets,2.0,2.6,1.5714
tarried,1.8889,1.0,1.5455
task,2.0909,1.8,2.1538
tasks,1.75,1.8,2.0
taste,2.375,2.2,2.1
tasted,2.375,2.2,2.2
tastes,2.1429,2.2,2.2222
tattoo,2.3,3.0,1.5833
taught,2.0,1.6,1.875
tax,1.8333,2.2,1.125
taxation,2.0,1.4,1.0
taxed,1.8,1.8,1.0
taxes,1.6,1.8,1.0
taxi,1.7778,3.0,1.6364
taxpayer,1.4286,2.2,1.2222
taxpayers,1.5,2.2,1.125
tea,1.625,3.0,2.5
teach,2.5,1.8,2.375
teacher,2.5,3.0,2.5
teachers,2.25,3.0,2.0
teaches,2.5,1.8,2.375
teaching,2.6,2.2,2.3333
team,2.5,3.0,3.0
teams,2.1429,3.0,2.1111
tear,2.5,2.8,1.125
tears,2.4167,2.8,1.1538
technical,1.6667,1.2,1.25
technicians,1.6667,2.2,1.375
technique,1.75,1.6,1.5
techniques,1.8333,1.6,1.5
technological,1.75,1.4,1.6
technology,1.6667,2.2,1.875
teen-agers,2.5,3.0,2.3
teeth,2.0,3.0,2.125
telegraph,1.9,2.0,2.1667
telephone,2.4,3.0,2.1429
telephoned,2.25,1.8,2.0
television,2.6667,3.0,2.375
tell,1.8889,1.4,2.0
telling,2.2857,1.6,2.0
tells,2.1667,1.4,2.0
temper,2.5,2.6,1.2143
temperature,1.6667,2.2,1.7273
temperatures,2.1429,2.0,1.8889
temple,1.8,3.0,1.8571
temporarily,1.3333,1.2,1.75
temporary,1.5556,1.2,1.7273
temptation,1.5,1.4,1.6667
tempted,2.1667,1.4,1.625
ten,1.6667,2.6,2.125
tend,1.7143,1.0,1.6667
tended,2.0,1.0,1.8889
tendency,2.0,1.0,2.2
tender,1.1667,1.8,2.125
tends,1.5714,1.0,1.7778
tennis,2.5,3.0,2.25
tense,2.0,1.8,1.3
tensing,2.25,1.6,1.4
tension,2.25,1.6,1.0
tensions,1.6667,1.4,1.0
tent,1.3333,3.0,2.125
tentative,1.2222,1.0,1.7273
tents,1.5,3.0,2.0
tenure,1.75,1.2,1.8
term,1.5714,1.6,1.6667
termed,1.75,1.2,1.7
terminal,1.8333,2.0,1.625
terminate,2.5,1.8,1.125
terms,1.6,1.2,1.5714
terrible,2.1667,1.6,1.0
terribly,2.2,1.4,1.0
territorial,1.7143,2.0,1.6667
territory,1.625,2.2,1.7
terror,2.375,2.4,1.4
test,2.1429,3.0,1.4444
testament,1.7143,1.8,1.5556
tested,2.5556,1.8,1.5455
testified,2.5,2.0,1.3
testimony,2.25,1.8,1.3333
testing,2.375,1.8,1.5
tests,2.0,2.8,1.375
text,1.6667,2.6,1.25
textbook,1.625,3.0,1.7
textile,1.625,1.0,1.7
textiles,1.5,1.0,1.7
texture,1.6667,1.8,1.9091
than,1.0,1.0,2.0
thank,1.75,1.4,2.3333
thanks,2.0,1.2,2.4286
that,1.7273,1.0,1.8462
that*s,1.3333,1.0,1.625
the,1.1667,1.0,1.75
theater,2.25,3.0,2.4
theaters,2.0,2.8,2.5556
theatre,2.1429,2.6,2.5556
theatrical,2.3333,1.8,2.5455
thee,1.6,1.0,1.9167
theft,2.3333,2.2,1.125
their,1.6667,1.0,1.8182
theirs,1.5,1.0,1.625
them,1.4,1.6,1.5714
theme,1.5556,1.2,1.8182
themselves,1.7,1.2,2.0833
then,1.5,1.0,1.8
theological,1.25,1.0,2.0
theology,1.5,1.0,1.9
theoretical,1.3333,1.2,1.875
theories,1.8,1.4,1.9167
theory,1.6667,1.4,1.875
therapeutic,2.0,1.4,2.625
therapist,2.0,2.8,1.7778
therapy,1.8,1.8,2.1429
there,1.4,1.0,1.7143
there*s,1.7778,1.0,1.8182
thereafter,1.7143,1.0,1.8889
thereby,1.4,1.0,1.7143
therefore,1.75,1.0,1.7
thereof,1.5,1.0,1.75
thereto,1.7778,1.0,1.8182
thermal,1.75,1.8,1.3333
thermals,1.8333,1.4,1.5
thermometer,1.6667,3.0,1.6364
these,1.6667,1.0,1.5
thesis,2.0,2.0,1.7778
they,1.3333,1.0,1.625
they*d,1.6,1.0,1.75
they*ll,1.3333,1.0,1.625
they*re,1.3333,1.0,1.625
they*ve,1.75,1.0,1.6
thick,1.5,2.4,1.75
thicket,1.5,1.0,1.5
thickets,1.5,1.6,1.5
thickness,1.375,2.2,1.8
thin,2.0,2.8,1.875
thing,1.8,1.8,1.75
thing*s,1.8,1.4,1.7143
things,1.8571,1.8,1.7778
think,2.5,1.4,2.125
thinking,2.1111,1.4,1.9091
thinks,1.8571,1.4,2.0
thinnest,1.6667,2.6,2.0
third,1.6667,2.4,1.8571
thirteen,1.625,2.8,1.7
thirty,1.5714,2.8,2.1111
thirty-five,1.4,2.8,1.7143
this,1.3333,1.0,1.75
thorough,2.1111,1.0,1.9091
thoroughly,1.5,1.0,1.6667
those,1.5,1.0,1.75
thou,1.0,1.0,1.875
though,1.2857,1.0,1.6667
thought,1.7143,1.2,2.0
thoughtful,1.75,1.4,2.4
thoughtfully,2.0,1.2,2.25
thoughts,1.7143,1.4,2.1111
thousand,1.6667,2.8,2.125
thousands,1.875,2.8,2.3
thread,1.875,2.6,1.9
threat,2.25,1.8,1.3
threaten,2.3333,2.0,1.25
threatened,2.1667,2.0,1.25
threatening,2.5556,2.0,1.3636
threats,2.25,2.0,1.2
three,1.625,2.8,1.8
three-dimensional,1.8571,2.8,2.1111
threshold,1.625,1.8,1.8
threw,2.5,1.6,2.0
thrive,2.6667,1.2,2.125
throat,1.8,2.8,1.7143
through,1.5,1.2,1.75
throughout,1.6,1.4,1.8333
throw,2.7143,2.8,2.0
throwing,2.25,2.8,1.6
thrown,2.75,2.2,1.4
thru,1.7143,1.2,1.6667
thrust,2.4286,1.6,1.8889
thumb,1.5556,3.0,1.7273
thunder,2.375,1.8,2.0
thunders,2.5,1.8,1.6667
thundery,2.125,1.4,1.6
thursday,1.5,1.8,2.125
thus,1.5,1.0,1.75
thy,1.625,1.2,1.8
thyroid,1.7778,1.2,1.7
ticket,1.75,2.6,2.1
tickets,1.8889,2.8,2.0
ticking,2.6,2.0,1.5714
tickling,2.5,2.2,2.3333
tickly,1.6,1.8,2.2857
tics,1.8333,2.4,1.5714
tide,2.0,2.6,2.25
tidy,1.1667,2.2,2.125
tie,1.5,3.0,1.7
tied,1.8571,2.2,1.6667
ties,1.5,2.4,1.8
tiff,1.6667,1.6,1.3636
tight,1.6,2.2,1.5833
tightly,2.1667,2.0,1.75
til,1.6667,1.0,1.5455
tile,1.5,2.6,1.625
till,1.4,1.0,1.5714
tilted,2.0,2.2,1.7273
tim,1.6,1.6,1.8333
timber,1.5,1.8,1.6
time,2.125,2.0,1.9
times,1.875,1.6,1.9
timing,1.8333,1.6,1.75
timorous,1.7778,1.0,1.7273
tin,1.3333,2.6,1.75
tingle,2.3333,1.6,2.25
tinny,1.4286,1.6,1.5556
tiny,1.2,2.8,2.0
tip,1.8,2.2,2.1429
tipping,2.2222,2.0,1.7273
tips,2.2857,2.0,2.1111
tire,1.8,3.0,1.4286
tired,1.0,2.2,1.1
tires,2.1667,3.0,1.5
tissue,1.5556,2.8,2.1818
tissues,1.5,2.8,1.8333
title,1.5,2.4,1.625
titled,1.6667,1.6,1.7273
titles,1.5,1.6,1.625
to,1.5714,1.2,1.7778
toady,1.8333,1.4,1.625
toast,1.6,3.0,2.3333
tobacco,2.0,3.0,1.125
today,1.3333,2.0,1.75
today*s,1.625,1.6,2.0
toes,1.5,3.0,2.0
together,1.5,2.2,2.3
toilet,1.5,3.0,1.375
toiling,2.0,1.2,1.3636
token,1.3333,2.6,1.375
told,2.2,1.0,1.5
toll,1.5,1.8,1.5
tom,1.5714,2.0,1.8889
tomb,1.5,2.2,1.25
tombstone,1.7778,2.4,1.0909
tomorrow,1.7143,1.6,1.1111
ton,1.8333,1.6,1.625
tone,1.9091,1.4,1.8462
tones,1.625,1.4,2.0
tongue,2.0,3.0,2.4444
tonight,1.6667,2.0,2.375
tons,1.6667,1.4,1.875
too,1.8889,1.0,1.9091
took,2.0,1.2,1.6667
tool,1.6667,3.0,1.75
tools,1.5,3.0,1.75
tooth,1.7143,3.0,1.8889
toothpaste,1.5714,3.0,2.0
top,2.0,2.2,2.1
topics,1.5,1.4,1.625
toppings,1.7143,2.4,2.3333
tops,1.5,1.6,1.625
tore,2.125,2.0,1.6
torn,2.125,2.0,1.4
tossed,2.5,2.4,1.5
total,2.3333,1.4,1.75
totally,2.3333,1.2,1.75
tote,2.0,1.0,1.8182
touch,1.875,2.0,2.5
touched,2.0,1.8,2.2
touches,2.0,2.0,2.5556
touching,2.625,2.0,2.7
touchy,2.3333,1.8,2.0
tough,1.8333,2.0,1.625
tougher,1.8,1.8,1.2857
tour,1.8333,2.2,2.125
tourist,1.8,2.4,2.1667
tourists,1.8571,2.4,2.4444
tournament,2.2857,3.0,2.375
tours,1.7143,2.6,2.125
tow,2.3333,2.0,1.4286
toward,2.3333,1.8,2.0
towards,2.5,1.8,2.0
towed,2.1429,2.0,1.125
towels,1.3333,2.8,1.75
tower,1.2857,2.8,1.75
towering,1.6,1.8,1.1667
town,1.6,2.8,2.1667
town*s,1.8571,1.8,1.75
townhouse,1.8571,2.8,2.25
towns,2.1429,2.4,2.0
toying,2.875,1.6,2.2222
toys,2.75,3.0,3.0
trace,2.0,2.0,1.75
traced,1.25,2.0,1.6
tracing,2.2727,2.2,1.9167
track,2.2,3.0,1.3333
tracks,2.2,2.8,1.6667
tract,1.7143,1.8,1.625
tractor,1.8333,2.6,1.5714
trade,2.1429,2.0,1.875
traders,2.0,1.6,1.7778
trading,2.3333,2.2,1.9
tradition,2.0,1.6,2.1667
traditional,2.0,1.6,2.2222
traditionally,1.6,1.4,2.0
traditions,2.0,1.8,2.4
traffic,2.5,2.8,1.1111
tragedy,1.8889,1.8,1.0
tragic,1.8571,1.4,1.0
trail,1.5714,2.6,2.125
trailer,2.1429,2.6,2.0
trailers,1.4,2.6,2.0
trails,2.125,2.6,1.8889
train,2.0,2.8,2.0
train*s,2.4,1.8,1.6667
trained,2.0,1.6,2.2857
training,1.75,2.0,1.6
trains,2.5,2.6,1.6
tramp,2.5,1.8,1.0
tranquillizer,1.3333,2.6,1.7143
tranquillizers,1.5,2.6,1.4
transaction,1.7143,1.6,1.875
transducer,1.6,1.6,1.8333
transfer,2.125,2.2,2.0
transferred,1.3333,1.6,1.5
transfers,2.0,1.6,1.5
transformation,2.625,1.4,1.8889
transformed,2.2,1.8,2.0
transistor,1.6667,1.2,1.7143
transit,2.2,2.0,1.8333
transition,1.8889,1.2,2.0
translate,1.6,1.8,2.1667
translated,1.4,1.6,1.8333
translation,1.8571,2.0,2.0
transmission,1.6,2.0,1.5
transom,1.5714,1.2,1.5
transparent,1.6,2.6,1.5
transport,2.625,2.8,1.6667
transportation,2.4,2.8,2.1667
trap,2.4444,2.6,1.0
traumatic,2.2,1.6,1.0
travel,3.0,1.6,2.5714
travelled,2.8,2.4,2.6667
travelling,2.7778,2.6,2.6
tray,1.5,2.6,1.7143
treasurer,2.0,2.4,2.1667
treasury,2.0,2.6,2.6364
treat,2.2857,3.0,2.75
treated,2.5,1.2,2.8571
treating,2.4,1.8,2.6667
treatment,2.25,2.0,2.2
treatments,2.3333,2.2,1.8
treats,2.3333,2.8,3.0
treaty,1.6,2.0,2.0
tree,1.6,3.0,2.8333
trees,1.6667,3.0,2.5714
tremble,2.5,2.6,1.1429
trembling,2.0,2.8,1.375
tremendous,1.5,1.4,2.5
tremendously,2.3333,1.2,2.2857
trend,1.6,1.4,1.5
trends,1.8571,1.6,1.875
trial,2.1429,1.8,1.25
trials,2.1429,1.8,1.375
tribes,2.2,2.6,2.1667
tribune,1.4,1.2,1.6667
tribunes,1.5,1.2,1.5556
tribute,1.7143,1.8,2.5
trick,2.2857,2.4,1.5
tried,1.6667,1.2,2.0
tries,2.4286,1.4,1.75
trigger,2.4,2.6,1.1667
trim,2.0,2.6,2.0
trinkets,2.0,3.0,2.0
trip,2.8,2.8,2.1667
tripods,1.7778,2.2,1.9
trippers,2.0,1.2,1.8571
trips,2.8571,2.0,2.5
triumph,2.625,1.2,2.6667
trivial,1.6667,1.2,1.8571
troop,2.1667,2.0,1.7143
troops,2.125,2.4,1.8889
tropical,1.5714,3.0,2.625
trot,2.3333,2.2,2.0
trotting,2.5714,2.4,2.5
trouble,2.0,1.4,1.5
troubled,1.6,2.0,1.3333
troubles,2.4286,1.2,1.0
truck,2.2857,2.8,2.0
trucker,2.4286,2.4,1.875
trucks,2.125,2.4,1.7778
true,2.0,1.4,2.4
truelove,2.3333,2.2,3.0
truly,1.5,1.4,2.8
trust,1.7273,1.6,2.9167
trusted,1.8,1.6,2.3333
trustees,1.4,2.6,2.0
truth,2.2857,1.4,2.875
try,2.1667,1.6,2.2857
trying,2.2857,1.4,2.125
tryouts,2.25,2.0,2.1111
tsar,1.7778,1.0,1.5
tsarist,1.6,1.0,1.3333
tub,1.875,2.6,2.2222
tube,1.4,3.0,2.0
tubes,1.5,3.0,1.8
tuesday,1.75,1.8,1.8889
tugging,2.4444,2.2,1.6
tumbled,2.7143,2.4,1.375
tumor,2.1429,2.4,1.0
tumultuous,2.4286,1.2,1.375
tune,2.2,2.0,2.5
tunnel,2.125,2.8,1.8889
turkish,1.4,1.2,2.0
turmoil,2.2,1.2,1.0
turn,2.1667,2.6,1.5714
turned,2.0,2.6,1.6
turning,2.25,2.6,1.4
turnpike,1.75,2.0,1.8889
turns,1.6667,2.4,1.7143
turtles,2.0,3.0,2.4
tv,2.5714,3.0,2.375
tweaked,1.8,1.4,1.6667
twelve,1.75,2.6,2.2222
twenties,2.0,2.2,2.25
twentieth,1.6,1.8,1.8333
twenty,1.875,2.4,2.4444
twenty-five,1.6,2.6,2.0
twenty-four,1.6667,2.6,1.8571
twice,1.6,1.8,2.1667
twig,1.4,2.4,1.9091
twigs,1.6,2.4,2.0
twins,1.8,2.8,2.3333
twirled,2.625,2.4,2.4444
twist,2.4,2.4,1.8333
twisted,2.4286,2.2,1.375
twisting,2.4,2.6,1.5
two,2.0,3.0,2.3333
two-thirds,1.8,2.8,2.1667
type,2.0,2.0,2.1
types,1.8,1.8,1.5
typewriter,1.7143,3.0,1.75
typical,1.6,1.6,1.6667
typically,1.6667,1.6,1.9
tyranny,2.0,1.8,1.0
ufo,2.4,2.4,2.1667
ufos,2.5556,2.0,2.2
ugh,1.8571,1.0,1.125
ugly,1.8333,2.2,1.0
ultimate,1.8,1.2,2.1667
ultimately,2.0,1.2,2.0
ultraviolet,1.4444,2.2,1.6
umbilical,1.6667,2.6,1.75
unable,1.6,1.4,1.0
unanimously,1.4,1.6,1.6667
unanswered,1.1667,1.4,1.2857
unaware,1.3333,1.6,1.1429
unburdened,1.4286,1.8,2.375
uncertain,1.6,1.4,1.3333
uncertainty,1.6667,1.4,1.2857
uncle,1.8,3.0,2.0
uncombed,1.625,2.8,1.3333
uncomfortable,1.5714,1.8,1.0
unconscious,1.0,2.2,1.375
unconsciously,1.2,1.6,1.5
uncurled,1.8,2.0,1.5
under,1.75,2.2,1.6667
undercover,1.7143,2.2,2.125
underdeveloped,2.0,1.6,1.125
undergoing,1.8571,1.2,1.75
undergone,1.2857,1.2,1.5
undergraduate,1.6,2.0,2.0
underground,1.8,2.8,1.8333
underlying,1.5,1.6,1.4
underneath,1.4,2.2,1.5
underpaid,1.4444,1.6,1.0
understand,1.8333,1.4,2.4286
understandable,2.0,1.4,2.375
understanding,1.75,1.6,2.3333
understood,1.8333,1.6,2.4286
understudy,1.5,1.8,2.0
undertake,2.375,1.2,2.0
undertaken,2.125,1.2,1.7778
underwater,2.3333,2.8,2.25
undesirable,1.5714,1.6,1.5
undoubtedly,1.4,1.2,2.0
undue,1.4,1.2,1.6667
uneasy,1.8571,1.4,1.375
unemployment,1.7143,1.8,1.375
unexpected,2.1429,1.6,2.0
unexpectedly,2.0,1.6,1.5556
unfair,2.0,1.4,1.0
unfairness,1.6667,1.2,1.5
unfamiliar,1.75,1.4,1.8
unfortunate,1.3636,1.4,1.25
unfortunately,1.2,1.2,1.3333
unhappy,1.6,2.4,1.3333
unicorn,2.0,2.8,2.375
unidentified,1.8333,1.2,1.2857
unified,1.7143,1.2,2.5
uniform,1.875,2.4,1.8889
uniformity,1.6667,1.2,1.9
uniforms,1.8,3.0,1.5
union,1.875,1.6,2.0
unions,2.0,1.6,1.5
unique,2.0,1.4,2.2
uniquely,1.875,1.2,2.4444
unit,1.8889,2.0,1.9
unite,2.4286,1.4,2.25
united,2.2857,1.8,2.375
units,1.4286,2.0,1.625
unity,1.8,1.2,2.3333
universal,1.875,1.2,2.2222
universe,2.0,2.2,2.5714
universities,2.0,2.4,2.2
university,2.1667,2.8,2.4286
university*s,1.75,2.2,2.4
unjustly,1.75,1.2,1.6
unkindly,1.625,1.4,1.1111
unknown,1.7143,1.2,1.625
unless,1.25,1.0,1.2
unlike,1.75,1.2,1.4444
unlikely,1.4,1.2,1.3333
